Code,Description,Airport Name,Latitude,Longitude
13222,"Makurdi, Nigeria: Makurdi Airport",Makurdi Airport,7.70388889,8.61388889
13223,"Madras, OR: Madras Municipal",Madras Municipal,44.67027778,-121.15527778
13224,"Mbandaka, Congo (Kinshasa): Mbandaka Airport",Mbandaka Airport,0.0225,18.28861111
13225,"Mandalay, Burma: Mandalay Airport",Mandalay Airport,21.94055556,96.08972222
13226,"Middleton Island, AK: Middleton Island Airport",Middleton Island Airport,59.45,-146.30722222
13227,"Mar del Plata, Argentina: Mar del Plata Airport",Mar del Plata Airport,-37.93416667,-57.57333333
13228,"Medfra, AK: Medfra Airport",Medfra Airport,63.10694444,-154.71666667
13229,"Middle Caicos, Turks and Caicos Islands: Conch Bar",Conch Bar,21.82611111,-71.8025
13230,"Harrisburg, PA: Harrisburg International",Harrisburg International,40.19305556,-76.7625
13231,"Mendi, Papua New Guinea: Mendi Airport",Mendi Airport,-6.14833333,143.65722222
13232,"Chicago, IL: Chicago Midway International",Chicago Midway International,41.78583333,-87.7525
13233,"Mercedes, Argentina: Mercedes Aeroclub",Mercedes Aeroclub,-29.16722222,-58.07555556
13234,"Midway Island, TT: Sand Island Field",Sand Island Field,28.20444444,-177.37861111
13235,"Mendoza, Argentina: El Plumerillo",El Plumerillo,-32.83166667,-68.79277778
13236,"Rangeley, ME: Stephen A Bean Municipal",Stephen A Bean Municipal,44.99222222,-70.665
13237,"Macae, Brazil: Joaquim de Azevedo Mancebo",Joaquim de Azevedo Mancebo,,
13238,"Melbourne, Australia: Essendon",Essendon,-37.73111111,144.90138889
13239,"Manta, Ecuador: Eloy Alfaro International",Eloy Alfaro International,-0.94611111,-80.67888889
13240,"Medina, Saudi Arabia: Prince Mohammad Bin Abdulaziz International",Prince Mohammad Bin Abdulaziz International,24.55277778,39.70527778
13241,"Meridian, MS: Key Field",Key Field,32.3325,-88.75194444
13242,"Meadville, PA: Port Meadville",Port Meadville,41.62666667,-80.21472222
13243,"Melbourne, Australia: Melbourne International",Melbourne International,-37.66166667,144.83638889
13244,"Memphis, TN: Memphis International",Memphis International,35.0425,-89.97666667
13245,"Mende, France: Mende Brenoux",Mende Brenoux,44.50138889,3.53305556
13246,"Manteo, NC: Dare County Regional",Dare County Regional,35.91888889,-75.69555556
13247,"Mersing, Malaysia: Mersing Malay.",Mersing Malay.,2.43333333,103.83333333
13248,"Meulaboh, Indonesia: Seunagan",Seunagan,4.18277778,96.20222222
13249,"Atwater, CA: Castle",Castle,37.38055556,-120.56805556
13250,"Medan, Indonesia: Soewondo",Soewondo,,
13251,"Minden, NV: Minden-Tahoe",Minden-Tahoe,39.00055556,-119.75111111
13252,"Mexico City, Mexico: Mexico City International",Mexico City International,19.43638889,-99.07194444
13253,"Meghauli, Nepal: Meghauli Airport",Meghauli Airport,27.5775,84.22916667
13254,"Mafia Island, Tanzania: Mafia",Mafia,-7.91722222,39.66833333
13255,"Mansfield, OH: Mansfield Lahm Regional",Mansfield Lahm Regional,40.82138889,-82.51666667
13256,"Mission/McAllen/Edinburg, TX: McAllen International",McAllen International,26.17583333,-98.23861111
13257,"Moanda, Gabon: Moanda Airport",Moanda Airport,-1.53694444,13.27083333
13258,"Muzaffarabad, Pakistan: Muzaffarabad Airport",Muzaffarabad Airport,34.33888889,73.50861111
13259,"Mesquite, NV: Mesquite Airport",Mesquite Airport,36.83305556,-114.05583333
13260,"Marshfield, WI: Marshfield Municipal",Marshfield Municipal,44.63694444,-90.18944444
13261,"Macau, Macau: Macau International",Macau International,22.14944444,113.59138889
13262,"Milford Sound, New Zealand: Milford Sound Airport",Milford Sound Airport,-44.67277778,167.92416667
13263,"Maradi, Niger: Maradi Airport",Maradi Airport,13.5025,7.12694444
13264,"Medford, OR: Rogue Valley International - Medford",Rogue Valley International - Medford,42.375,-122.87333333
13265,"Miraflores, Colombia: Miraflores Airport",Miraflores Airport,1.33333333,-72.1
13266,"Fort Worth, TX: Mangham Field",Mangham Field,32.85611111,-97.2
13267,"Mfuwe, Zambia: Mfuwe Airport",Mfuwe Airport,-13.25888889,31.93638889
13268,"Melfa, VA: Accomack County",Accomack County,37.64694444,-75.76111111
13269,"Managua, Nicaragua: Augusto Cesar Sandino International",Augusto Cesar Sandino International,12.14166667,-86.16833333
13270,"Mount Gambier, Australia: Mount Gambier Airport",Mount Gambier Airport,-37.74777778,140.78555556
13271,"Michigan City, IN: Michigan City Municipal Phillips Field",Michigan City Municipal Phillips Field,41.70333333,-86.82111111
13272,"Magdalena, Bolivia: Magdalena Airport",Magdalena Airport,-13.25777778,-64.06222222
13273,"Marietta, GA: Dobbins ARB",Dobbins ARB,33.91444444,-84.51416667
13274,"Maringa, Brazil: Silvio Name Junior",Silvio Name Junior,-23.47638889,-52.01777778
13275,"Montgomery, NY: Orange County",Orange County,41.51194444,-74.26361111
13276,"Dusseldorf, Germany: Moenchengladbach",Moenchengladbach,51.23027778,6.50444444
13277,"Montgomery, AL: Montgomery Regional",Montgomery Regional,32.30055556,-86.39388889
13278,"Magangue, Colombia: Baracoa",Baracoa,9.28472222,-74.84638889
13279,"Mogadishu, Somalia: Aden Adde International",Aden Adde International,2.01388889,45.30388889
13280,"Moultrie/Thomasville, GA: Moultrie/Thomasville Airport",Moultrie/Thomasville Airport,31.06944444,-83.80277778
13281,"Mangaia, Cook Islands: Mangaia Cook Island",Mangaia Cook Island,-21.91666667,-157.91666667
13282,"Morgantown, WV: Morgantown Municipal Walter L Bill Hart Field",Morgantown Municipal Walter L Bill Hart Field,39.64361111,-79.9175
13283,"Dayton, OH: Dayton-Wright Brothers",Dayton-Wright Brothers,39.58888889,-84.22472222
13284,"Mahdia, Guyana: Mahdia Airport",Mahdia Airport,5.27222222,-59.14916667
13286,"Mashhad, Iran: Shahid Hashemi Nejad International",Shahid Hashemi Nejad International,36.23527778,59.64111111
13287,"Mitchell, SD: Mitchell Municipal",Mitchell Municipal,43.77472222,-98.03861111
13288,"Mannheim, Germany: Mannheim City",Mannheim City,49.47277778,8.51333333
13289,"Marsh Harbour, The Bahamas: Leonard M Thompson International",Leonard M Thompson International,26.51,-77.085
13290,"Manhattan/Ft. Riley, KS: Manhattan Regional",Manhattan Regional,39.14111111,-96.67194444
13291,"Marshall, MO: Marshall Memorial Municipal",Marshall Memorial Municipal,39.09555556,-93.20277778
13292,"Minchumina, AK: Minchumina Airport",Minchumina Airport,63.88583333,-152.30194444
13293,"Mount House, Australia: Mount House Airport",Mount House Airport,-17.05111111,125.71333333
13294,"Mariehamn, Finland: Mariehamn Airport",Mariehamn Airport,60.12222222,19.89805556
13295,"Sacramento, CA: Sacramento Mather",Sacramento Mather,38.55527778,-121.29722222
13296,"Manchester, NH: Manchester Boston Regional",Manchester Boston Regional,42.93277778,-71.43583333
13297,"Mojave, CA: Mojave Air and Space Port Rutan Field",Mojave Air and Space Port Rutan Field,35.05888889,-118.15055556
13299,"Mildenhall, United Kingdom: Mildenhall Airport",Mildenhall Airport,52.36194444,0.48638889
13300,"Greenville, MI: Greenville Municipal",Greenville Municipal,43.14222222,-85.25388889
13301,"Holland, MI: West Michigan Regional",West Michigan Regional,42.74277778,-86.10777778
13302,"Howell, MI: Livingston County Spencer J. Hardy",Livingston County Spencer J. Hardy,42.62944444,-83.98222222
13303,"Miami, FL: Miami International",Miami International,25.79527778,-80.29
13304,"Minot, ND: Minot AFB",Minot AFB,48.41583333,-101.35805556
13305,"Minneapolis, MN: Crystal",Crystal,45.0625,-93.35388889
13306,"Merida, Mexico: Merida International",Merida International,20.93694444,-89.65777778
13307,"Muncie/Anderson/Newcastle, IN: Delaware County Regional",Delaware County Regional,40.2425,-85.39583333
13308,"Marilia, Brazil: Frank Miloye Milenkovich",Frank Miloye Milenkovich,-22.19666667,-49.92638889
13309,"Mili, Marshall Islands: Mili Airport",Mili Airport,6.08333333,171.73333333
13310,"Mikkeli, Finland: Mikkeli Airport",Mikkeli Airport,61.68666667,27.20166667
13311,"Milan, Italy: Milan Metropolitan Area",Milan Metropolitan Area,45.46666667,9.2
13312,"Merimbula, Australia: Merimbula Airport",Merimbula Airport,-36.90861111,149.90138889
13313,"Minnipa, Australia: Minnipa Airport",Minnipa Airport,-32.84305556,135.14444444
13314,"Miami, OK: Miami Regional",Miami Regional,36.90916667,-94.8875
13315,"Mitspeh Ramon, Israel: Mitzpe Ramon",Mitzpe Ramon,,
13316,"Omaha, NE: Millard",Millard,41.19611111,-96.11222222
13317,"Monastir, Tunisia: Habib Bourguiba International",Habib Bourguiba International,35.75777778,10.75388889
13318,"Misima Island, Papua New Guinea: Misima",Misima,-10.68916667,152.8375
13319,"Shafter, CA: Shafter - Minter Field",Shafter - Minter Field,35.5075,-119.19222222
13320,"Maiduguri, Nigeria: Maiduguri Airport",Maiduguri Airport,11.85527778,13.08138889
13321,"Millville, NJ: Millville Municipal",Millville Municipal,39.36777778,-75.07222222
13322,"Marshalltown, IA: Marshalltown Municipal",Marshalltown Municipal,42.11277778,-92.91777778
13323,"Miriti, Colombia: Miriti Pirana",Miriti Pirana,-1.18333333,-70.03333333
13324,"Mainoru, Australia: Mainoru Airport",Mainoru Airport,-14.05472222,134.0925
13325,"Manja, Madagascar: Manja Airport",Manja Airport,-21.42611111,44.31555556
13326,"Mejit Island, Marshall Islands: Mejit",Mejit,10.28333333,170.88333333
13327,"Man, Cote d'Ivoire: Man Airport",Man Airport,7.27194444,-7.58694444
13328,"Moenjodaro, Pakistan: Moenjodaro Airport",Moenjodaro Airport,27.33527778,68.14305556
13329,"Mosjoen, Norway: Kjaerstad",Kjaerstad,65.78361111,13.21527778
13330,"Mayajigua, Cuba: Mayajigua Airport",Mayajigua Airport,22.23111111,-79.06305556
13331,"Mitiga, Libya: Mitiga International",Mitiga International,32.89194444,13.2875
13332,"Mouila, Gabon: Mouila Airport",Mouila Airport,-1.81777778,10.92416667
13333,"Mbuji-Mayi, Congo (Kinshasa): Mbuji Mayi",Mbuji Mayi,-6.12111111,23.56888889
13334,"Majunga, Madagascar: Philibert Tsiranana",Philibert Tsiranana,-15.66722222,46.35166667
13335,"Jackson, MN: Jackson Airport",Jackson Airport,43.63333333,-94.98333333
13336,"Mytilene, Greece: Mitilini",Mitilini,39.05777778,26.59861111
13337,"Murcia, Spain: Murcia San Javier",Murcia San Javier,37.77833333,-0.81305556
13338,"Toms River, NJ: Ocean County",Ocean County,39.92611111,-74.29555556
13339,"Mirny, Russia: Mirny Airport",Mirny Airport,62.53472222,114.03888889
13340,"Marianske Lazne, Czech Republic: Marianske Lazne Airport",Marianske Lazne Airport,49.9225,12.72472222
13341,"Kansas City, MO: Kansas City Downtown Wheeler Field",Kansas City Downtown Wheeler Field,,
13342,"Milwaukee, WI: General Mitchell International",General Mitchell International,42.94694444,-87.89694444
13344,"Muskegon, MI: Muskegon County",Muskegon County,43.16777778,-86.23555556
13345,"Obo Mboki, Central African Republic: Obo Mboki Airport",Obo Mboki Airport,5.33305556,25.93166667
13346,"Makoua, Congo (Brazaville): Makoua Airport",Makoua Airport,-0.02166667,15.57555556
13347,"Hoolehua, HI: Molokai",Molokai,21.15277778,-157.09638889
13348,"Jackson, TN: Jackson Regional",Jackson Regional,,
13349,"Mukah, Malaysia: Mukah Airport",Mukah Airport,2.88194444,112.04333333
13350,"Muskogee, OK: Muskogee Davis Regional",Muskogee Davis Regional,35.65777778,-95.36166667
13351,"Makemo, French Polynesia: Makemo Airport",Makemo Airport,-16.58388889,-143.65833333
13352,"Meekatharra, Australia: Meekatharra Airport",Meekatharra Airport,-26.60833333,118.54611111
13353,"Mekane Selam, Ethiopia: Mekane Selam Airport",Mekane Selam Airport,10.75,38.76666667
13354,"Mankato, MN: Mankato Regional",Mankato Regional,44.22277778,-93.91944444
13355,"Makokou, Gabon: Makokou Airport",Makokou Airport,0.57916667,12.89111111
13356,"Manokwari, Indonesia: Rendani",Rendani,-0.89194444,134.04888889
13357,"Mackay, Australia: Mackay Airport",Mackay Airport,-21.17083333,149.18833333
13358,"Malacca, Malaysia: Malacca Airport",Malacca Airport,2.26555556,102.25277778
13359,"Malta, Malta: Luqa International",Luqa International,35.84972222,14.48138889
13360,"Melbourne, FL: Melbourne Orlando International",Melbourne Orlando International,28.10277778,-80.64527778
13361,"McAlester, OK: McAlester Regional",McAlester Regional,34.8825,-95.78333333
13362,"Malad City, ID: Malad City Airport",Malad City Airport,42.17,-112.29277778
13363,"Male, Maldives: Velana International",Velana International,4.19444444,73.53
13364,"Milford, UT: Milford Municipal/Ben and Judy Briscoe Field",Milford Municipal/Ben and Judy Briscoe Field,38.42666667,-113.01333333
13365,"Malang, Indonesia: Abdul Rachman Saleh",Abdul Rachman Saleh,-7.92916667,112.71444444
13366,"Mulhouse, France: EuroAirport",EuroAirport,47.59,7.52916667
13367,"Moline, IL: Quad Cities International",Quad Cities International,41.44833333,-90.50777778
13368,"Malta, MT: Malta Airport",Malta Airport,48.36694444,-107.91944444
13369,"Marshall, AK: Marshall Don Hunter Sr.",Marshall Don Hunter Sr.,61.86416667,-162.02611111
13370,"Morelia, Mexico: Morelia International",Morelia International,19.85,-101.02527778
13371,"Melilla, Spain: Melilla Airport",Melilla Airport,35.28333333,-2.95666667
13372,"Milos, Greece: Milos Airport",Milos Airport,36.69694444,24.47611111
13373,"Malabang, Philippines: Malabang Airport",Malabang Airport,7.61666667,124.0575
13374,"Malalaua, Papua New Guinea: Malalaua Airport",Malalaua Airport,-8.07111111,146.15555556
13375,"Miles City, MT: Frank Wiley Field",Frank Wiley Field,46.42694444,-105.88833333
13376,"Millinocket, ME: Millinocket Municipal",Millinocket Municipal,45.64777778,-68.68555556
13377,"Monroe, LA: Monroe Regional",Monroe Regional,32.51055556,-92.03611111
13378,"Merluna, Australia: Merluna Airport",Merluna Airport,-13.06666667,142.45
13379,"Monrovia, Liberia: Monrovia Spriggs Payne",Monrovia Spriggs Payne,6.28916667,-10.75888889
13380,"Malatya, Turkey: Malatya Airport",Malatya Airport,38.43583333,38.09
13381,"Manley Hot Springs, AK: Manley Hot Springs Airport",Manley Hot Springs Airport,64.98805556,-150.6475
13382,"Melo, Uruguay: Melo Airport",Melo Airport,-32.36666667,-54.23333333
13383,"Malmo, Sweden: Malmo Metropolitan Area",Malmo Metropolitan Area,55.53027778,13.37166667
13384,"Memanbetsu, Japan: Memanbetsu Airport",Memanbetsu Airport,43.88055556,144.16416667
13385,"Ciudad Mante, Mexico: Cuauhtemoc",Cuauhtemoc,22.74388889,-99.0175
13386,"Minami Daito, Japan: Minami Daito Airport",Minami Daito Airport,25.84666667,131.26361111
13387,"Darlington, United Kingdom: Teesside International",Teesside International,54.50916667,-1.42944444
13388,"Mammoth Lakes, CA: Mammoth Lakes Airport",Mammoth Lakes Airport,37.63111111,-118.85138889
13389,"Athens, TN: McMinn County",McMinn County,35.39916667,-84.56166667
13390,"Matsumoto, Japan: Matsumoto Airport",Matsumoto Airport,36.16666667,137.92277778
13391,"Murmansk, Russia: Murmansk Airport",Murmansk Airport,68.78166667,32.75111111
13392,"Marshall, MN: Southwest Minnesota Regional-Marshall/Ryan Field",Southwest Minnesota Regional-Marshall/Ryan Field,44.45166667,-95.82444444
13393,"Middlemount, Australia: Middlemount Airport",Middlemount Airport,-22.8025,148.70472222
13394,"Stow, MA: Minute Man Air Field",Minute Man Air Field,42.46027778,-71.51805556
13395,"Mompos, Colombia: San Bernardo",San Bernardo,,
13396,"Mbala, Zambia: Mbala Airport",Mbala Airport,-8.85805556,31.33444444
13397,"Columbia, SC: McEntire Jngb",McEntire Jngb,33.92083333,-80.80111111
13398,"Morristown, NJ: Morristown Municipal",Morristown Municipal,40.79944444,-74.415
13399,"Malmo, Sweden: Malmo Airport",Malmo Airport,55.53555556,13.37638889
13400,"Miyakojima, Japan: Miyako",Miyako,24.78277778,125.295
13401,"Fosston, MN: Fosston Municipal Anderson Field",Fosston Municipal Anderson Field,47.59277778,-95.77361111
13402,"Moose Lake, MN: Moose Lake Carlton County",Moose Lake Carlton County,46.41861111,-92.80472222
13403,"Ortonville, MN: Ortonville Municipal-Martinson Field",Ortonville Municipal-Martinson Field,45.30555556,-96.42444444
13404,"Moanda, Congo (Kinshasa): Muanda",Muanda,-5.93055556,12.35138889
13405,"Nacala, Mozambique: Nacala International",Nacala International,-14.48638889,40.7125
13406,"Montserrat, Montserrat: John A Osborne",John A Osborne,16.79138889,-62.19333333
13407,"Maiana, Kiribati: Maiana Airport",Maiana Airport,1.00361111,173.03111111
13408,"Manila, Philippines: Ninoy Aquino International",Ninoy Aquino International,14.50861111,121.01944444
13409,"Marinette, MI: Menominee Regional",Menominee Regional,45.12666667,-87.63861111
13410,"Marion, OH: Marion Municipal",Marion Municipal,40.61638889,-83.06333333
13411,"Manono, Congo (Kinshasa): Manono Airport",Manono Airport,-7.28888889,27.39361111
13413,"Mongu, Zambia: Mongu Airport",Mongu Airport,-15.25472222,23.16277778
13414,"Mansa, Zambia: Mansa Airport",Mansa Airport,-11.13805556,28.875
13415,"Minto, AK: Minto Al Wright",Minto Al Wright,65.14805556,-149.36861111
13416,"Mawlamyine, Burma: Mawlamyine Airport",Mawlamyine Airport,16.44472222,97.66083333
13417,"Manicore, Brazil: Manicore Airport",Manicore Airport,-5.81111111,-61.27833333
13418,"Manassas, VA: Manassas Regional/Harry P. Davis Field",Manassas Regional/Harry P. Davis Field,38.72111111,-77.515
13419,"Mosby, MO: Midwest National Air Center",Midwest National Air Center,39.3325,-94.30972222
13420,"Washington, MO: Washington Regional",Washington Regional,38.5875,-90.99388889
13421,"Moa, Cuba: Orestes Acosta",Orestes Acosta,20.65388889,-74.92222222
13422,"Mobile, AL: Mobile Regional",Mobile Regional,30.69138889,-88.24277778
13423,"Montes Claros, Brazil: Mario Ribeiro",Mario Ribeiro,-16.70694444,-43.81888889
13424,"Modesto, CA: Modesto City-County-Harry Sham Field",Modesto City-County-Harry Sham Field,37.62583333,-120.95444444
13425,"Mong Hsat, Burma: Mong Hsat Airport",Mong Hsat Airport,20.51805556,99.25833333
13426,"Molde, Norway: Aro",Aro,62.74555556,7.26722222
13427,"Moudjeria, Mauritania: Moudjeria Ledfotar",Moudjeria Ledfotar,17.75,-12.5
13428,"Mount Cook, New Zealand: Mount Cook Airport",Mount Cook Airport,-43.76638889,170.135
13429,"Mount Pleasant, MI: Mount Pleasant Municipal",Mount Pleasant Municipal,33.12861111,-94.97583333
13430,"Morondava, Madagascar: Morondava Airport",Morondava Airport,-20.28472222,44.32194444
13431,"Morristown, TN: Moore-Murrell",Moore-Murrell,36.17944444,-83.37555556
13432,"Moses Point, AK: Moses Point Airport",Moses Point Airport,64.69805556,-162.05722222
13433,"Minot, ND: Minot International",Minot International,48.25777778,-101.27805556
13434,"Mountain Village, AK: Mountain Village Airport",Mountain Village Airport,62.09472222,-163.68277778
13435,"Moscow, Russia: Moscow Metropolitan Area",Moscow Metropolitan Area,55.65555556,37.52222222
13437,"Monterrey, Colombia: Monterrey Airport",Monterrey Airport,4.87638889,-72.89972222
13438,"Moorea Island, French Polynesia: Temae",Temae,-17.48333333,-149.76666667
13439,"Miami, FL: Watson Island International",Watson Island International,25.77833333,-80.17027778
13440,"Montpelier, ID: Montpelier Airport",Montpelier Airport,42.33611111,-111.28888889
13441,"Morrilton, AR: Petit Jean Park",Petit Jean Park,35.13888889,-92.90916667
13442,"Mokpo, South Korea: Mokpo Airport",Mokpo Airport,34.75888889,126.38
13443,"Montpellier, France: Montpellier Mediterranee",Montpellier Mediterranee,43.57611111,3.96333333
13444,"Maputo, Mozambique: Maputo Airport",Maputo Airport,-25.92083333,32.5725
13445,"Mount Pleasant, Falkland Islands (Islas Malvinas): Mount Pleasant Airport",Mount Pleasant Airport,-51.82166667,-58.45611111
13446,"Mt. Pocono, PA: Pocono Mountains Regional",Pocono Mountains Regional,41.13777778,-75.38
13447,"McPherson, KS: McPherson Airport",McPherson Airport,38.3525,-97.69138889
13448,"Mount Pleasant, TX: Mount Pleasant Municipal",Mount Pleasant Municipal,33.12861111,-94.97583333
13449,"Maliana, Timor-Leste: Maliana Airport",Maliana Airport,-8.97222222,125.21472222
13450,"Montpelier/Barre, VT: Edward F Knapp State",Edward F Knapp State,44.20361111,-72.56222222
13451,"Miyanmin, Papua New Guinea: Miyanmin Airport",Miyanmin Airport,-4.90277778,141.62055556
13452,"Macomb, IL: Macomb Municipal",Macomb Municipal,40.52,-90.6525
13453,"Indianapolis, IN: Indianapolis Regional",Indianapolis Regional,39.84305556,-85.89777778
13454,"Mildura, Australia: Mildura Airport",Mildura Airport,-34.22916667,142.08555556
13455,"Mo I Rana, Norway: Rossvoll",Rossvoll,66.36388889,14.30166667
13456,"Nelspruit, South Africa: Kruger Mpumalanga International",Kruger Mpumalanga International,-25.38305556,31.10555556
13457,"Moundou, Chad: Moundou Airport",Moundou Airport,8.62888889,16.07444444
13458,"Mustique, Saint Vincent and the Grenadines: Mustique Airport",Mustique Airport,12.88722222,-61.18111111
13459,"Marquette, MI: Marquette Sawyer Regional",Marquette Sawyer Regional,46.34916667,-87.39638889
13460,"Mek'ele, Ethiopia: Mekele International",Mekele International,13.46722222,39.53361111
13461,"Smyrna, TN: Smyrna Airport",Smyrna Airport,36.00888889,-86.52
13462,"Misurata, Libya: Misrata International",Misrata International,32.32527778,15.06083333
13463,"Martinsburg, WV: Eastern WV Regional/Shepherd Field",Eastern WV Regional/Shepherd Field,39.40222222,-77.98305556
13464,"Columbia, TN: Maury County Regional",Maury County Regional,35.55444444,-87.17916667
13465,"Merida, Venezuela: Alberto Carnevalli",Alberto Carnevalli,8.58222222,-71.16111111
13466,"Morehead City, NC: Beaufort Morehead City",Beaufort Morehead City,34.73416667,-76.66027778
13467,"Anchorage, AK: Merrill Field",Merrill Field,61.21361111,-149.84472222
13469,"Marco Island, FL: Marco Island Executive",Marco Island Executive,25.995,-81.6725
13470,"Morganton, NC: Morganton Lenoir",Morganton Lenoir,35.83333333,-81.61666667
13471,"Grand Case, Saint Martin: Grand Case Airport",Grand Case Airport,18.1,-63.04722222
13472,"Marseille, France: Marseille Provence",Marseille Provence,43.43583333,5.21333333
13473,"Mauritius Island, Mauritius: Sir Seewoosagur Ramgoolam International",Sir Seewoosagur Ramgoolam International,-20.43333333,57.68638889
13474,"Mineralnyye Vody, Russia: Mineralnyye Vody Airport",Mineralnyye Vody Airport,44.22694444,43.08305556
13475,"Margarita Island, Venezuela: Del Caribe International",Del Caribe International,10.91666667,-63.98
13476,"Monterey, CA: Monterey Regional",Monterey Regional,36.58694444,-121.84305556
13477,"Moree, Australia: Moree Airport",Moree Airport,-29.49888889,149.84472222
13478,"Grenada, MS: Grenada Municipal",Grenada Municipal,33.8325,-89.79805556
13479,"Muskrat Dam, Canada: Muskrat Dam Airport",Muskrat Dam Airport,53.44138889,-91.76277778
13480,"Mesa, AZ: Falcon Field",Falcon Field,33.46083333,-111.72833333
13481,"Manston, United Kingdom: Manston Airport",Manston Airport,51.34222222,1.34611111
13482,"Masirah, Oman: Masirah Airport",Masirah Airport,20.67527778,58.89055556
13483,"Misawa, Japan: Misawa AB",Misawa AB,40.70333333,141.36833333
13484,"Muscle Shoals, AL: Northwest Alabama Regional",Northwest Alabama Regional,34.74527778,-87.61027778
13485,"Madison, WI: Dane County Regional-Truax Field",Dane County Regional-Truax Field,43.14,-89.3375
13486,"Missoula, MT: Missoula Montana",Missoula Montana,46.91638889,-114.09055556
13487,"Minneapolis, MN: Minneapolis-St Paul International",Minneapolis-St Paul International,44.88194444,-93.22166667
13488,"Minsk, Belarus: Minsk 2",Minsk 2,53.8875,28.04138889
13490,"Massena, NY: Massena International-Richards Field",Massena International-Richards Field,44.93611111,-74.845
13491,"Maastricht, Netherlands: Maastricht Aachen",Maastricht Aachen,50.91027778,5.76861111
13492,"Maseru, Lesotho: Moshoeshoe I International",Moshoeshoe I International,-29.46222222,27.5525
13493,"Monticello, NY: Sullivan County International",Sullivan County International,41.70166667,-74.795
13494,"Massawa, Eritrea: Massawa International",Massawa International,15.67,39.37
13495,"New Orleans, LA: Louis Armstrong New Orleans International",Louis Armstrong New Orleans International,29.99333333,-90.25916667
13496,"Namibe, Angola: Yuri Gagarin",Yuri Gagarin,-15.20861111,12.16083333
13497,"Colstrip, MT: Colstrip Airport",Colstrip Airport,45.85277778,-106.70916667
13498,"Mt. Clemens, MI: Selfridge Angb",Selfridge Angb,42.61388889,-82.83694444
13499,"Mt. Sandford, Australia: Mount Sanford Station",Mount Sanford Station,-16.97833333,130.555
13500,"Monte Alegre, Brazil: Monte Alegre Airport",Monte Alegre Airport,-1.99583333,-54.07416667
13501,"Marathon, FL: The Florida Keys Marathon International",The Florida Keys Marathon International,24.72611111,-81.05138889
13502,"Montrose/Delta, CO: Montrose Regional",Montrose Regional,38.50972222,-107.89416667
13503,"Maitland, Australia: Maitland Airport",Maitland Airport,-32.70166667,151.49277778
13504,"Metlakatla, AK: Metlakatala",Metlakatala,55.13333333,-131.58333333
13505,"Baltimore, MD: Martin State",Martin State,39.32555556,-76.41388889
13506,"Mattoon/Charleston, IL: Coles County Memorial",Coles County Memorial,39.47777778,-88.28
13507,"Montauk Point, NY: Sky Portal",Sky Portal,41.07666667,-71.92055556
13508,"Monteria, Colombia: Los Garzones",Los Garzones,8.82333333,-75.82555556
13509,"Manzini, Swaziland: Matsapha",Matsapha,-26.52916667,31.3075
13510,"Minatitlan, Mexico: Minatitlan Airport",Minatitlan Airport,18.10333333,-94.58055556
13511,"Mota Lava, Vanuatu: Mota Lava Airport",Mota Lava Airport,-13.81666667,167.7
13512,"Manitowoc, WI: Manitowoc County",Manitowoc County,44.12888889,-87.68055556
13513,"Fairbanks, AK: Metro Field",Metro Field,64.80666667,-147.7625
13514,"Monterrey, Mexico: Monterrey International",Monterrey International,25.77861111,-100.10694444
13515,"Masada, Israel: Israel Bar Yehuda",Israel Bar Yehuda,31.32833333,35.38861111
13516,"Munda, Solomon Islands: Munda Airport",Munda Airport,-8.32722222,157.26166667
13517,"Maun, Botswana: Maun Airport",Maun Airport,-19.97055556,23.43111111
13518,"Munich, Germany: Muenchen",Muenchen,48.35388889,11.78611111
13520,"Kamuela, HI: Waimea-Kohala",Waimea-Kohala,20.00138889,-155.66805556
13521,"Mulege, Mexico: Mulege Airport",Mulege Airport,26.90555556,-111.97055556
13522,"Mersa Matruh, Egypt: Mersa Matruh Airport",Mersa Matruh Airport,31.32555556,27.22166667
13523,"Moultrie, GA: Spence",Spence,31.13777778,-83.70416667
13524,"Maturin, Venezuela: Jose Tadeo Monagas International",Jose Tadeo Monagas International,9.74916667,-63.15333333
13525,"Mountain Home, ID: Mountain Home AFB",Mountain Home AFB,43.04361111,-115.8725
13526,"Marudi, Malaysia: Marudi Airport",Marudi Airport,4.17861111,114.33027778
13527,"Muscatine, IA: Muscatine Municipal",Muscatine Municipal,41.36777778,-91.14833333
13528,"Multan, Pakistan: Multan International",Multan International,30.20527778,71.41916667
13530,"Musoma, Tanzania: Musoma Airport",Musoma Airport,-1.5025,33.80194444
13531,"Mvengue, Gabon: Mvengue Airport",Mvengue Airport,-1.65611111,13.43805556
13532,"Montevideo, Uruguay: Carrasco International",Carrasco International,-34.83833333,-56.03083333
13533,"Mossoro, Brazil: Dixsept Rosado",Dixsept Rosado,-5.21666667,-37.23333333
13534,"Mandeville, Jamaica: Marlboro",Marlboro,18.02166667,-77.49527778
13535,"Morrisville, VT: Morrisville Stowe State",Morrisville Stowe State,44.53444444,-72.61388889
13536,"Kayenta, AZ: Kayenta Airport",Kayenta Airport,36.71638889,-110.22833333
13537,"Mount Vernon, IL: Mount Vernon Airport",Mount Vernon Airport,38.32333333,-88.85861111
13539,"Maroua, Cameroon: Salak",Salak,10.45138889,14.25722222
